[22-09-24 13:32:06.828] LOG  : General     , 1727004726827> cachedir set to "C:\Users\mail\Zomboid".
[22-09-24 13:32:06.831] LOG  : General     , 1727004726831> 22-09-2024 13:32:06.
[22-09-24 13:32:06.831] LOG  : General     , 1727004726831> cachedir is "C:\Users\mail\Zomboid".
[22-09-24 13:32:06.832] LOG  : General     , 1727004726832> LogFileDir is "C:\Users\mail\Zomboid\Logs".
[22-09-24 13:32:06.832] LOG  : General     , 1727004726832> ===== System specs =====.
[22-09-24 13:32:06.833] LOG  : General     , 1727004726833> OS: Windows 10, version: 10.0, arch: amd64.
[22-09-24 13:32:06.834] LOG  : General     , 1727004726834> Processor: Intel64 Family 6 Model 151 Stepping 2, GenuineIntel.
[22-09-24 13:32:06.834] LOG  : General     , 1727004726834> Processor cores: 20.
[22-09-24 13:32:06.836] LOG  : General     , 1727004726836> Available processors (cores): 20.
[22-09-24 13:32:06.837] LOG  : General     , 1727004726837> Memory free: 482.20923 MB.
[22-09-24 13:32:06.838] LOG  : General     , 1727004726838> Memory max: 3072.0 MB.
[22-09-24 13:32:06.839] LOG  : General     , 1727004726838> Memory  total available to JVM: 510.0 MB.
[22-09-24 13:32:06.841] LOG  : General     , 1727004726841> C:\, Total: 1862.3677 GB, Free: 1020.6142 GB.
[22-09-24 13:32:06.842] LOG  : General     , 1727004726842> D:\, Total: 931.4961 GB, Free: 163.46082 GB.
[22-09-24 13:32:06.842] LOG  : General     , 1727004726842> E:\, Total: 464.34467 GB, Free: 300.92575 GB.
[22-09-24 13:32:06.943] LOG  : General     , 1727004726943> Mobo = [Product=Z790 Pro RS].
[22-09-24 13:32:07.031] LOG  : General     , 1727004727031> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3600,Name=12th Gen Intel(R) Core(TM) i7-12700KF].
[22-09-24 13:32:07.177] LOG  : General     , 1727004727177> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.5244,Name=NVIDIA GeForce RTX 3050].
[22-09-24 13:32:07.320] LOG  : General     , 1727004727320> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[22-09-24 13:32:07.419] LOG  : General     , 1727004727419> Sound = { [Manufacturer=Microsoft,Name=High Definition Audio Device], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio], [Manufacturer=CORSAIR,Name=CORSAIR VOID ELITE Wireless Gaming Headset], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=Voicemod S.L.,Name=Voicemod Virtual Audio Device (WDM)] }.
[22-09-24 13:32:07.503] LOG  : General     , 1727004727503> Memory RAM = { [Capacity=17179869184,Manufacturer=G Skill Intl], [Capacity=17179869184,Manufacturer=G Skill Intl] }.
[22-09-24 13:32:07.503] LOG  : General     , 1727004727503> ========================.
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> -- listing properties --.
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> java.specification.version=17.
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> sun.cpu.isalist=amd64.
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> sun.jnu.encoding=Cp1252.
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> java.class.path=.;commons-compress-1.18.jar;istack-co....
[22-09-24 13:32:07.504] LOG  : General     , 1727004727504> java.vm.vendor=Azul Systems, Inc..
[22-09-24 13:32:07.505] LOG  : General     , 1727004727505> sun.arch.data.model=64.
[22-09-24 13:32:07.505] LOG  : General     , 1727004727505> user.variant=.
[22-09-24 13:32:07.505] LOG  : General     , 1727004727505> java.vendor.url=http://www.azul.com/.
